Customer.ID,Customer.Name,Order.Date,Order.ID,Sales
MC-175754,Matt Collins,2014-08-08,CA-2014-115175,245
RW-195404,Rick Wilson,2014-08-18,CA-2014-166093,9
DR-128804,Dan Reichenbach,2014-08-28,CA-2014-161956,116
KB-164054,Katrina Bavinger,2014-09-05,CA-2014-101182,13
KF-162854,Karen Ferguson,2014-09-12,CA-2014-149559,13
KH-166304,Ken Heidel,2014-09-12,CA-2014-166898,19
BB-109904,Barry Blumstein,2014-09-17,CA-2014-118136,9
DB-131204,David Bremer,2014-11-13,CA-2014-160514,11
EB-137504,Edward Becker,2014-11-26,CA-2014-161459,34
LF-171854,Luke Foster,2014-12-09,CA-2014-148264,60
AG-103304,Alex Grayson,2014-12-11,CA-2014-107748,13
KM-166604,Khloe Miller,2014-12-16,CA-2014-154116,23
AH-100304,Aaron Hawkins,2011-04-22,CA-2011-122070,248
BG-116954,Brooke Gillingham,2011-05-11,CA-2011-127523,36
GT-146354,Grant Thornton,2011-06-06,CA-2011-159520,17
SP-206204,Stefania Perrino,2011-09-08,CA-2011-123127,17
KN-167054,Kristina Nunn,2011-11-11,US-2011-143287,46
KN-167054,Kristina Nunn,2011-11-11,US-2011-143287,224
KN-167054,Kristina Nunn,2011-11-11,US-2011-143287,7
AR-108254,Anthony Rawles,2012-03-08,CA-2012-160213,19
EH-141254,Eugene Hildebrand,2012-04-10,CA-2012-134201,15
EH-141254,Eugene Hildebrand,2012-04-10,CA-2012-134201,142
CW-119054,Carl Weiss,2012-05-31,CA-2012-156153,8
TC-209804,Tamara Chand,2012-09-20,CA-2012-156013,61
MH-177854,Maya Herman,2012-12-20,CA-2012-154144,55
DB-131204,David Bremer,2012-12-24,CA-2012-124653,22
DB-131204,David Bremer,2012-12-24,CA-2012-124653,133
DB-131204,David Bremer,2012-12-24,CA-2012-124653,13
CK-127604,Cyma Kinney,2013-02-19,CA-2013-101630,9
CK-127604,Cyma Kinney,2013-02-19,CA-2013-101630,26
BV-112454,Benjamin Venier,2013-02-21,US-2013-168410,296
BC-111254,Becky Castell,2013-04-05,CA-2013-123050,31
NP-186854,Nora Pelletier,2013-11-20,CA-2013-113138,17
RS-197654,Roland Schwarz,2014-05-20,US-2014-100048,281
JG-158054,John Grady,2014-05-22,CA-2014-167899,18
ND-184604,Neil Ducich,2014-07-01,CA-2014-164112,1085
BE-113354,Bill Eplett,2014-07-18,US-2014-105046,100
LR-170354,Lisa Ryan,2014-07-24,CA-2014-103506,41
FH-143654,Fred Hopkins,2014-09-30,CA-2014-126676,8
JC-161054,Julie Creighton,2014-10-24,CA-2014-139913,12
JC-161054,Julie Creighton,2014-10-24,CA-2014-139913,26
GB-145304,George Bell,2014-10-30,CA-2014-160983,47
PW-190304,Pauline Webber,2014-11-15,CA-2014-137323,96
DK-132254,Dean Katz,2014-12-21,CA-2014-105480,6
AB-101504,Aimee Bixby,2011-03-05,CA-2011-169061,60
AB-101504,Aimee Bixby,2011-03-05,CA-2011-169061,98
AB-101504,Aimee Bixby,2011-03-05,CA-2011-169061,19
KM-167204,Kunst Miller,2011-03-30,CA-2011-169033,50
BM-117854,Bryan Mills,2011-06-06,CA-2011-133270,13
RD-194804,Rick Duston,2011-06-08,CA-2011-108147,1677
CK-122054,Chloris Kastensmidt,2011-06-16,CA-2011-113929,35
CK-122054,Chloris Kastensmidt,2011-06-16,CA-2011-113929,41
JM-161954,Justin MacKendrick,2011-09-02,CA-2011-157721,20
AJ-109604,Astrea Jones,2011-09-14,CA-2011-113362,11
AJ-109604,Astrea Jones,2011-09-14,CA-2011-113362,449
DL-129254,Daniel Lacy,2011-11-01,US-2011-137155,534
DL-129254,Daniel Lacy,2011-11-01,US-2011-137155,168
LS-172454,Lynn Smith,2011-11-26,CA-2011-124730,93
LS-172454,Lynn Smith,2011-11-26,CA-2011-124730,12
JL-155054,Jeremy Lonsdale,2011-11-30,CA-2011-103590,62
DV-134654,Dianna Vittorini,2012-05-17,CA-2012-100251,32
DV-134654,Dianna Vittorini,2012-05-17,CA-2012-100251,56
KB-163154,Karl Braun,2012-05-28,CA-2012-131758,48
KB-163154,Karl Braun,2012-05-28,CA-2012-131758,13
MS-177704,Maxwell Schwartz,2012-05-28,CA-2012-135020,45
MS-177704,Maxwell Schwartz,2012-05-28,CA-2012-135020,535
TM-210104,Tamara Manning,2012-09-12,CA-2012-102015,9
TM-210104,Tamara Manning,2012-09-12,CA-2012-102015,27
TM-210104,Tamara Manning,2012-09-12,CA-2012-102015,1
TM-210104,Tamara Manning,2012-09-12,CA-2012-102015,21
TM-210104,Tamara Manning,2012-09-12,CA-2012-102015,29
TM-210104,Tamara Manning,2012-09-12,CA-2012-102015,106
CS-119504,Carlos Soltero,2012-09-25,CA-2012-151869,20
GM-145004,Gene McClure,2012-09-26,CA-2012-127173,34
KT-164804,Kean Thornton,2012-10-31,CA-2012-132570,3
KT-164804,Kean Thornton,2012-10-31,CA-2012-132570,80
DV-134654,Dianna Vittorini,2012-11-09,CA-2012-146486,12
DV-134654,Dianna Vittorini,2012-11-09,CA-2012-146486,245
KD-162704,Karen Daniels,2013-03-02,US-2013-143819,26
KD-162704,Karen Daniels,2013-03-02,US-2013-143819,363
RB-193604,Raymond Buch,2013-04-02,CA-2013-166674,30
RB-193604,Raymond Buch,2013-04-02,CA-2013-166674,264
RB-193604,Raymond Buch,2013-04-02,CA-2013-166674,10
RB-193604,Raymond Buch,2013-04-02,CA-2013-166674,60
RB-193604,Raymond Buch,2013-04-02,CA-2013-166674,162
MM-179204,Michael Moore,2013-04-23,CA-2013-101329,32
MM-179204,Michael Moore,2013-04-23,CA-2013-101329,3
CB-124154,Christy Brittain,2013-06-13,CA-2013-139941,53
CB-124154,Christy Brittain,2013-06-13,CA-2013-139941,93
TB-210554,Ted Butterfield,2013-06-18,CA-2013-111682,2
TB-210554,Ted Butterfield,2013-06-18,CA-2013-111682,15
TB-210554,Ted Butterfield,2013-06-18,CA-2013-111682,32
TB-210554,Ted Butterfield,2013-06-18,CA-2013-111682,209
MG-176954,Maureen Gnade,2013-06-24,US-2013-142685,835
RE-194504,Richard Eichhorn,2013-07-15,CA-2013-169215,30
LW-172154,Luke Weiss,2013-11-08,CA-2013-132997,13
LW-172154,Luke Weiss,2013-11-08,CA-2013-132997,117
ND-183704,Natalie DeCherney,2013-11-20,CA-2013-130778,9
ND-183704,Natalie DeCherney,2013-11-20,CA-2013-130778,45
EG-139004,Emily Grady,2013-12-04,US-2013-150861,6
EG-139004,Emily Grady,2013-12-04,US-2013-150861,183
EG-139004,Emily Grady,2013-12-04,US-2013-150861,34
CM-122354,Chris McAfee,2013-12-11,CA-2013-144309,19
JF-153554,Jay Fein,2014-02-05,CA-2014-169474,33
GM-144404,Gary McGarr,2014-07-30,CA-2014-146031,60
JW-159554,Joni Wasserman,2014-08-08,CA-2014-117023,12
JW-159554,Joni Wasserman,2014-08-08,CA-2014-117023,105
JA-159704,Joseph Airdo,2014-09-30,CA-2014-128335,23
JA-159704,Joseph Airdo,2014-09-30,CA-2014-128335,52
HL-150404,Hunter Lopez,2014-10-04,CA-2014-134607,23
KN-167054,Kristina Nunn,2011-03-02,CA-2011-107524,11
GT-147104,Greg Tran,2011-05-23,US-2011-135881,208
GT-147104,Greg Tran,2011-05-23,US-2011-135881,5
LW-168254,Laurel Workman,2011-05-30,CA-2011-103429,236
BT-114404,Bobby Trafton,2011-06-04,CA-2011-151946,16
TB-212804,Toby Braunhardt,2011-06-21,CA-2011-130624,60
BK-112604,Berenike Kampe,2011-08-03,CA-2011-125612,102
AG-103904,Allen Goldenen,2011-09-03,CA-2011-125171,14
DM-130154,Darrin Martin,2011-09-14,CA-2011-160766,601
DM-130154,Darrin Martin,2011-09-14,CA-2011-160766,68
MW-182204,Mitch Webber,2011-09-20,CA-2011-125997,31
MW-182204,Mitch Webber,2011-09-20,CA-2011-125997,75
LD-170054,Lisa DeCherney,2011-09-29,CA-2011-124856,19
RD-197204,Roger Demir,2011-11-02,CA-2011-107454,35
BP-110954,Bart Pistole,2011-11-07,CA-2011-146990,6
KH-163304,Katharine Harms,2011-11-20,CA-2011-140396,35
MS-177704,Maxwell Schwartz,2011-11-27,CA-2011-119032,4
PB-191504,Philip Brown,2011-11-29,US-2011-111353,25
TH-212354,Tiffany House,2011-12-23,CA-2011-114517,57
AJ-109604,Astrea Jones,2011-12-30,CA-2011-131800,123
AH-100304,Aaron Hawkins,2011-12-31,CA-2011-157644,19
BG-116954,Brooke Gillingham,2012-01-05,CA-2012-108588,17
LC-169604,Lindsay Castell,2012-02-23,CA-2012-132276,27
LF-171854,Luke Foster,2012-03-05,CA-2012-109512,29
DH-130754,Dave Hallsten,2012-03-20,CA-2012-159534,24
SM-209504,Suzanne McNair,2012-03-26,US-2012-116981,13
JH-158204,John Huston,2012-03-28,CA-2012-133536,23
SE-201104,Sanjit Engle,2012-04-11,CA-2012-111164,407
RF-197354,Roland Fjeld,2012-04-18,US-2012-134271,22
JL-158504,John Lucas,2012-04-25,CA-2012-112557,206
NW-184004,Natalie Webber,2012-05-08,US-2012-160857,358
EN-137804,Edward Nazzal,2012-05-30,CA-2012-103177,160
TH-215504,Tracy Hopkins,2012-07-23,CA-2012-120810,69
NP-183254,Naresj Patel,2012-08-09,CA-2012-131338,11
BS-115904,Brendan Sweed,2012-09-06,US-2012-109015,8
AG-105254,Andy Gerbode,2012-09-07,CA-2012-164084,7
PG-188954,Paul Gonzalez,2012-09-12,CA-2012-166464,13
PF-191204,Peter Fuller,2012-09-17,US-2012-126977,88
JF-151904,Jamie Frazer,2012-09-24,CA-2012-105508,40
JJ-154454,Jennifer Jackson,2012-09-28,CA-2012-120915,294
EB-141104,Eugene Barchas,2012-11-12,US-2012-153283,16
PO-191804,Philisse Overcash,2012-11-16,CA-2012-164539,523
MC-174254,Mark Cousins,2012-11-28,CA-2012-161711,62
MS-173654,Maribeth Schnelling,2012-12-04,CA-2012-130659,18
MA-175604,Matt Abelman,2012-12-10,CA-2012-143105,7
JK-156404,Jim Kriz,2012-12-25,CA-2012-143980,415
RF-198404,Roy Französisch,2012-12-29,CA-2012-130855,6
WB-218504,William Brown,2013-01-15,CA-2013-137848,17
PG-188204,Patrick Gardner,2013-02-15,US-2013-162859,9
DL-128654,Dan Lawera,2013-02-27,CA-2013-102456,171
RR-195254,Rick Reed,2013-02-28,CA-2013-101623,36
CK-125954,Clytie Kelty,2013-03-13,CA-2013-119683,29
FP-143204,Frank Preis,2013-04-02,CA-2013-111213,64
TB-211754,Thomas Boland,2013-04-02,CA-2013-161473,21
TB-211754,Thomas Boland,2013-04-02,CA-2013-161473,11
JL-155054,Jeremy Lonsdale,2013-04-09,CA-2013-138520,8
CS-124904,Cindy Schnelling,2013-04-19,CA-2013-144785,7
KM-167204,Kunst Miller,2013-04-20,CA-2013-109666,8
KM-167204,Kunst Miller,2013-04-20,CA-2013-109666,55
CJ-120104,Caroline Jumper,2013-05-08,CA-2013-128818,44
BN-115154,Bradley Nguyen,2013-05-20,CA-2013-169943,243
EH-137654,Edward Hooks,2013-05-29,CA-2013-155565,55
SM-200054,Sally Matthias,2013-06-24,US-2013-154256,26
IM-150704,Irene Maddox,2013-06-24,CA-2013-140501,4
IM-150704,Irene Maddox,2013-06-24,CA-2013-140501,122
IM-150704,Irene Maddox,2013-06-24,CA-2013-140501,18
SU-206654,Stephanie Ulpright,2013-07-02,US-2013-126431,31
DK-132254,Dean Katz,2013-07-04,CA-2013-168543,707
SW-207554,Steven Ward,2013-07-15,CA-2013-137050,14
AT-107354,Annie Thurman,2013-07-18,CA-2013-116603,46
HW-149354,Helen Wasserman,2013-08-19,CA-2013-136133,355
JP-154604,Jennifer Patt,2013-08-24,CA-2013-158001,1041
PG-188204,Patrick Gardner,2013-09-02,CA-2013-151561,11
CV-122954,Christina VanderZanden,2013-09-05,CA-2013-123120,23
MG-178754,Michael Grace,2013-09-09,CA-2013-131499,207
HA-149054,Helen Abelman,2013-09-21,CA-2013-145611,393
TT-212654,Tim Taslimi,2013-10-03,CA-2013-134376,61
BW-111104,Bart Watters,2013-10-14,CA-2013-101161,25
BW-112004,Ben Wallace,2013-10-28,CA-2013-116596,41
CM-126554,Corinna Mitchell,2013-11-14,US-2013-113677,15
DL-133154,Delfina Latchford,2013-12-11,CA-2013-146941,362
JM-152654,Janet Molinari,2013-12-12,CA-2013-105816,15
NS-186404,Noel Staavos,2013-12-13,CA-2013-169824,36
PK-190754,Pete Kriz,2013-12-15,CA-2013-129126,21
PK-190754,Pete Kriz,2013-12-15,CA-2013-129126,6
KD-164954,Keith Dawkins,2013-12-17,US-2013-104794,4
RD-195854,Rob Dowd,2014-01-30,CA-2014-131653,5
DJ-135104,Don Jones,2014-02-12,US-2014-118535,21
SH-203954,Shahid Hopkins,2014-03-08,CA-2014-110884,92
DB-134054,Denny Blanton,2014-03-18,CA-2014-140949,7
DB-134054,Denny Blanton,2014-03-18,CA-2014-140949,19
CG-120404,Catherine Glotzbach,2014-03-20,US-2014-104955,29
MZ-175154,Mary Zewe,2014-03-24,CA-2014-136511,348
HR-148304,Harold Ryan,2014-03-25,CA-2014-166184,47
DS-130304,Darrin Sayre,2014-04-05,CA-2014-144848,240
PS-190454,Penelope Sewall,2014-04-05,CA-2014-109211,17
BS-118004,Bryan Spruell,2014-04-10,CA-2014-135279,9
BS-118004,Bryan Spruell,2014-04-10,CA-2014-135279,10
TD-209954,Tamara Dahlen,2014-04-24,CA-2014-104010,55
SK-199904,Sally Knutson,2014-04-24,CA-2014-108553,122
SK-199904,Sally Knutson,2014-04-24,CA-2014-108553,123
DL-134954,Dionis Lloyd,2014-05-01,CA-2014-151911,63
TC-212954,Toby Carlisle,2014-05-07,CA-2014-167668,59
TB-216254,Trudy Brown,2014-05-26,CA-2014-120138,3
MM-182804,Muhammed MacIntyre,2014-06-11,CA-2014-112172,14
SC-202604,Scott Cohen,2014-06-27,CA-2014-107132,28
MM-180554,Michelle Moray,2014-07-16,CA-2014-164378,8
CS-118604,Cari Schnelling,2014-07-22,US-2014-123204,17
SH-203954,Shahid Hopkins,2014-08-07,CA-2014-168172,70
AC-106154,Ann Chong,2014-09-03,CA-2014-157987,13
AC-106154,Ann Chong,2014-09-03,CA-2014-157987,19
SV-203654,Seth Vernon,2014-09-21,CA-2014-100111,4
KW-164354,Katrina Willman,2014-09-26,CA-2014-144904,21
CR-127304,Craig Reiter,2014-10-14,CA-2014-116519,905
RB-194654,Rick Bensley,2014-10-21,CA-2014-104822,25
TA-213854,Tom Ashbrook,2014-10-23,CA-2014-127180,64
LO-171704,Lori Olson,2014-10-29,CA-2014-118367,48
JD-161504,Justin Deggeller,2014-11-20,CA-2014-168858,2505
JD-161504,Justin Deggeller,2014-11-20,CA-2014-168858,17
KA-165254,Kelly Andreada,2014-11-25,CA-2014-168641,168
FG-142604,Frank Gastineau,2014-11-27,CA-2014-155607,59
DG-133004,Deirdre Greer,2014-11-29,CA-2014-123372,80
CS-124604,Chuck Sachs,2014-12-04,CA-2014-148691,3
BF-110804,Bart Folk,2014-12-06,CA-2014-117128,11
CS-119504,Carlos Soltero,2014-12-06,US-2014-126053,9
SM-209504,Suzanne McNair,2014-12-06,CA-2014-105235,255
DJ-136304,Doug Jacobs,2014-12-19,CA-2014-115602,1705
RF-198404,Roy Französisch,2014-12-25,CA-2014-117933,36
JF-154154,Jennifer Ferguson,2014-12-29,CA-2014-164826,14
JF-154154,Jennifer Ferguson,2014-12-29,CA-2014-164826,72
MC-178454,Michael Chen,2014-12-30,US-2014-102638,6
SG-208904,Susan Gilcrest,2011-03-30,US-2011-105151,11
CS-118604,Cari Schnelling,2011-06-30,US-2011-121566,7
BF-109754,Barbara Fisher,2011-07-14,CA-2011-109904,18
EM-140654,Erin Mull,2011-07-22,CA-2011-127691,6
SP-206504,Stephanie Phelps,2011-08-05,CA-2011-110065,16
KD-163454,Katherine Ducich,2011-09-02,US-2011-138828,58
CL-125654,Clay Ludtke,2011-09-02,CA-2011-127936,21
PP-189554,Paul Prost,2011-09-08,CA-2011-146815,4
DC-128504,Dan Campbell,2011-09-13,CA-2011-145212,5
SL-201554,Sara Luxemburg,2011-09-21,CA-2011-124513,66
AS-100904,Adam Shillingsburg,2011-09-22,CA-2011-156160,13
BG-116954,Brooke Gillingham,2012-01-05,CA-2012-108588,60
JK-156404,Jim Kriz,2012-03-16,US-2012-150231,18
NF-185954,Nicole Fjeld,2012-04-04,CA-2012-110667,11
JM-155354,Jessica Myrick,2012-04-17,CA-2012-148712,11
DB-132704,Deborah Brumfield,2012-04-24,CA-2012-118227,26
AD-101804,Alan Dominguez,2012-07-04,CA-2012-124268,15
KC-162554,Karen Carlisle,2012-07-18,CA-2012-159590,6
PO-191804,Philisse Overcash,2012-08-11,US-2012-156797,12
RB-197054,Roger Barcio,2012-08-22,CA-2012-129854,17
BO-114254,Bobby Odegard,2012-09-10,CA-2012-136658,6
MP-174704,Mark Packer,2012-10-12,CA-2012-102281,20
MH-177854,Maya Herman,2012-11-15,CA-2012-138954,119
BM-116504,Brian Moss,2012-11-20,CA-2012-100454,60
BM-116504,Brian Moss,2012-11-20,CA-2012-100454,12
JE-154754,Jeremy Ellison,2012-11-27,CA-2012-163762,30
JK-156404,Jim Kriz,2012-12-15,CA-2012-137225,3
DK-128354,Damala Kotsonis,2013-03-26,CA-2013-120082,60
DW-135404,Don Weiss,2013-04-02,CA-2013-149902,88
SF-202004,Sarah Foster,2013-04-08,CA-2013-132899,4
JL-155054,Jeremy Lonsdale,2013-04-09,CA-2013-138520,17
CS-124904,Cindy Schnelling,2013-04-19,CA-2013-144785,7
KM-167204,Kunst Miller,2013-04-20,CA-2013-109666,3
KM-167204,Kunst Miller,2013-04-20,CA-2013-109666,72
PS-189704,Paul Stevenson,2013-05-10,CA-2013-161158,8
JG-158054,John Grady,2013-06-27,CA-2013-100790,15
SW-207554,Steven Ward,2013-07-15,CA-2013-137050,42
LM-170654,Liz MacKendrick,2013-08-07,CA-2013-105263,38
JP-154604,Jennifer Patt,2013-08-24,CA-2013-158001,21
JP-154604,Jennifer Patt,2013-08-24,CA-2013-158001,29
KD-162704,Karen Daniels,2013-09-03,CA-2013-130407,75
BW-111104,Bart Watters,2013-10-14,CA-2013-101161,35
DL-133304,Denise Leinenbach,2013-10-29,CA-2013-125815,12
EH-137654,Edward Hooks,2013-10-31,CA-2013-153836,115
EB-137504,Edward Becker,2013-11-12,CA-2013-145548,93
CK-127604,Cyma Kinney,2013-11-14,CA-2013-101336,141
DP-130004,Darren Powers,2013-11-15,CA-2013-166618,24
TB-213554,Todd Boyes,2013-11-23,CA-2013-154711,21
NS-186404,Noel Staavos,2013-12-13,CA-2013-169824,11
MH-174404,Mark Haberlin,2013-12-20,CA-2013-141523,4
DB-134054,Denny Blanton,2014-03-18,CA-2014-140949,59
JL-158354,John Lee,2014-03-26,CA-2014-105193,11
TA-213854,Tom Ashbrook,2014-04-05,CA-2014-140536,7
BS-118004,Bryan Spruell,2014-04-10,CA-2014-135279,36
ZC-219104,Zuschuss Carroll,2014-05-12,CA-2014-115322,44
LC-169304,Linda Cazamias,2014-06-11,CA-2014-167080,8
SB-201704,Sarah Bern,2014-06-13,CA-2014-108441,64
MM-180554,Michelle Moray,2014-07-16,CA-2014-164378,7
AC-106154,Ann Chong,2014-09-03,CA-2014-157987,5
AC-106154,Ann Chong,2014-09-03,CA-2014-157987,23
KB-164054,Katrina Bavinger,2014-09-04,CA-2014-161067,6
RB-197054,Roger Barcio,2014-09-15,CA-2014-152975,30
KW-164354,Katrina Willman,2014-09-26,CA-2014-144904,6
CC-124304,Chuck Clark,2014-10-04,CA-2014-143035,7
SR-204254,Sharelle Roach,2014-11-09,CA-2014-143658,110
CD-119204,Carlos Daly,2014-11-21,CA-2014-111556,69
KA-165254,Kelly Andreada,2014-11-25,CA-2014-168641,16
RP-193904,Resi Pölking,2014-11-28,CA-2014-103352,7
DJ-136304,Doug Jacobs,2014-12-19,CA-2014-115602,3
DJ-136304,Doug Jacobs,2014-12-19,CA-2014-115602,39
CS-122504,Chris Selesnick,2011-02-08,US-2011-169390,65
BK-112604,Berenike Kampe,2011-08-03,CA-2011-125612,21
KL-166454,Ken Lonsdale,2011-08-11,CA-2011-154641,375
LD-170054,Lisa DeCherney,2011-09-29,CA-2011-124856,1396
NM-184454,Nathan Mautz,2011-11-04,CA-2011-164973,44
MP-181754,Mike Pelletier,2011-11-25,CA-2011-119151,1118
BT-115304,Bradley Talbott,2011-12-22,CA-2011-146864,216
TB-215204,Tracy Blumstein,2011-12-26,CA-2011-168473,192
LF-171854,Luke Foster,2012-03-05,CA-2012-109512,563
HR-148304,Harold Ryan,2012-03-17,CA-2012-110632,34
DH-130754,Dave Hallsten,2012-03-20,CA-2012-159534,84
SM-209504,Suzanne McNair,2012-03-26,US-2012-116981,1085
RP-193904,Resi Pölking,2012-04-07,CA-2012-166492,23
MC-181004,Mick Crebagga,2012-04-09,CA-2012-116512,18
AZ-107504,Annie Zypern,2012-05-12,CA-2012-130876,37
KM-162254,Kalyca Meade,2012-07-06,CA-2012-108665,602
NP-183254,Naresj Patel,2012-08-09,CA-2012-131338,42
JB-154004,Jennifer Braxton,2012-09-03,US-2012-104185,120
MC-172754,Marc Crier,2012-09-07,CA-2012-105599,14
AG-105254,Andy Gerbode,2012-09-07,CA-2012-164084,70
DM-135254,Don Miller,2012-09-11,CA-2012-132465,773
DM-135254,Don Miller,2012-09-11,CA-2012-132465,79
CC-126854,Craig Carroll,2012-09-14,CA-2012-140984,991
PF-191204,Peter Fuller,2012-09-17,US-2012-126977,95
PF-191204,Peter Fuller,2012-09-17,US-2012-126977,15
KD-164954,Keith Dawkins,2012-11-08,CA-2012-114811,67
Dp-132404,Dean percer,2012-11-09,CA-2012-169796,18
MH-177854,Maya Herman,2012-11-15,CA-2012-138954,71
JD-158954,Jonathan Doherty,2013-01-25,CA-2013-168046,429
AB-101054,Adrian Barton,2013-02-02,CA-2013-147431,118
GT-147104,Greg Tran,2013-02-19,CA-2013-123274,243
SP-205454,Sibella Parks,2013-03-27,CA-2013-123666,460
KM-167204,Kunst Miller,2013-04-20,CA-2013-109666,460
CC-124754,Cindy Chapman,2013-05-03,CA-2013-146836,45
BN-115154,Bradley Nguyen,2013-05-20,CA-2013-169943,455
FM-143804,Fred McMath,2013-06-18,CA-2013-145842,41
IM-150704,Irene Maddox,2013-06-24,CA-2013-140501,325
JG-158054,John Grady,2013-06-27,CA-2013-100790,704
SW-207554,Steven Ward,2013-07-15,CA-2013-137050,11
NP-187004,Nora Preis,2013-08-13,CA-2013-105459,1591
PN-187754,Parhena Norris,2013-09-11,US-2013-118780,59
SZ-200354,Sam Zeldin,2013-09-23,CA-2013-135965,128
BW-111104,Bart Watters,2013-10-14,CA-2013-101161,100
BW-112004,Ben Wallace,2013-10-28,CA-2013-116596,33
BD-117704,Bryan Davis,2013-11-12,CA-2013-124667,83
EB-137504,Edward Becker,2013-11-12,CA-2013-145548,28
CK-127604,Cyma Kinney,2013-11-14,CA-2013-101336,25
CK-127604,Cyma Kinney,2013-11-14,CA-2013-101336,37
CK-127604,Cyma Kinney,2013-11-14,CA-2013-101336,78
MB-173054,Maria Bertelson,2013-11-15,CA-2013-118759,40
DJ-136304,Doug Jacobs,2013-11-20,CA-2013-164511,69
DJ-136304,Doug Jacobs,2013-11-20,CA-2013-164511,65
BM-111404,Becky Martin,2013-12-05,CA-2013-126004,183
BM-111404,Becky Martin,2013-12-05,CA-2013-126004,194
EB-138404,Ellis Ballard,2013-12-05,CA-2013-139885,213
JG-151604,James Galang,2013-12-06,CA-2013-108434,465
DL-133154,Delfina Latchford,2013-12-11,CA-2013-146941,81
PK-190754,Pete Kriz,2013-12-15,CA-2013-129126,17
JK-161204,Julie Kriz,2013-12-19,CA-2013-150945,900
DB-134054,Denny Blanton,2014-03-18,CA-2014-140949,107
DB-134054,Denny Blanton,2014-03-18,CA-2014-140949,47
BS-118004,Bryan Spruell,2014-04-10,CA-2014-135279,502
AH-104654,Amy Hunt,2014-05-15,CA-2014-115546,23
JS-156854,Jim Sink,2014-06-20,CA-2014-169999,129
DO-134354,Denny Ordway,2014-06-27,CA-2014-100636,273
SC-202604,Scott Cohen,2014-06-27,CA-2014-107132,714
RA-192854,Ralph Arnett,2014-07-01,CA-2014-131695,249
MR-175454,Mathew Reese,2014-08-28,US-2014-139465,64
SP-206204,Stefania Perrino,2014-09-08,CA-2014-148929,478
EM-140954,Eudokia Martin,2014-09-09,CA-2014-132437,65
RB-197054,Roger Barcio,2014-09-15,CA-2014-152975,71
SV-203654,Seth Vernon,2014-09-21,CA-2014-100111,45
CR-128204,Cyra Reiten,2014-10-07,US-2014-136868,345
MT-178154,Meg Tillman,2014-11-12,CA-2014-154137,35
EM-140654,Erin Mull,2014-11-14,CA-2014-133620,11
VW-217754,Victoria Wilson,2014-11-18,CA-2014-128265,1248
VP-217304,Victor Preis,2014-12-01,CA-2014-105333,269
VP-217304,Victor Preis,2014-12-01,CA-2014-105333,84
CC-126704,Craig Carreira,2014-12-02,CA-2014-163139,222
DL-133154,Delfina Latchford,2014-12-09,CA-2014-145226,32
DL-133154,Delfina Latchford,2014-12-09,CA-2014-145226,273
AT-107354,Annie Thurman,2014-12-18,CA-2014-103443,167
KN-167054,Kristina Nunn,2011-03-02,CA-2011-107524,36
KA-165254,Kelly Andreada,2011-03-11,CA-2011-158337,109
CP-123404,Christine Phan,2011-03-17,US-2011-148838,155
CP-123404,Christine Phan,2011-03-17,US-2011-148838,35
CD-119204,Carlos Daly,2011-03-24,CA-2011-147235,25
TH-215504,Tracy Hopkins,2011-04-05,CA-2011-113887,55
BW-110654,Barry Weirich,2011-05-25,CA-2011-100391,15
LW-168254,Laurel Workman,2011-05-30,CA-2011-103429,40
TB-212804,Toby Braunhardt,2011-06-21,CA-2011-130624,20
MH-174554,Mark Hamilton,2011-07-11,CA-2011-133305,49
AS-100454,Aaron Smayling,2011-07-27,US-2011-150126,66
BK-112604,Berenike Kampe,2011-08-03,CA-2011-125612,40
RH-194954,Rick Hansen,2011-08-23,CA-2011-110639,46
RH-194954,Rick Hansen,2011-08-23,CA-2011-110639,26
KD-163454,Katherine Ducich,2011-09-02,US-2011-138828,15
DM-130154,Darrin Martin,2011-09-14,CA-2011-160766,45
AA-103154,Alex Avila,2011-09-15,CA-2011-138100,15
LD-170054,Lisa DeCherney,2011-09-29,CA-2011-124856,78
RA-199154,Russell Applegate,2011-09-30,CA-2011-102008,49
DN-136904,Duane Noonan,2011-10-08,CA-2011-119977,124
BP-110954,Bart Pistole,2011-11-07,CA-2011-146990,30
RM-196754,Robert Marley,2011-11-14,CA-2011-166989,11
FG-142604,Frank Gastineau,2011-11-17,CA-2011-101833,34
KH-163304,Katharine Harms,2011-11-20,CA-2011-140396,26
SM-200054,Sally Matthias,2011-12-10,CA-2011-148488,11
CM-121154,Chad McGuire,2012-03-29,CA-2012-105361,18
RP-193904,Resi Pölking,2012-04-07,CA-2012-166492,26
AB-102554,Alejandro Ballentine,2012-05-08,CA-2012-142055,38
NW-184004,Natalie Webber,2012-05-08,US-2012-160857,19
TC-215354,Tracy Collins,2012-06-04,US-2012-142020,30
MM-180554,Michelle Moray,2012-06-29,US-2012-141684,25
SR-207404,Steven Roelle,2012-07-02,CA-2012-150196,19
ND-183704,Natalie DeCherney,2012-07-13,CA-2012-114069,10
KE-164204,Katrina Edelman,2012-07-16,US-2012-166520,81
RH-194954,Rick Hansen,2012-07-31,CA-2012-124891,19
NP-183254,Naresj Patel,2012-08-09,CA-2012-131338,144
MF-182504,Monica Federle,2012-08-09,CA-2012-128013,144
BM-115754,Brendan Murry,2012-09-15,CA-2012-105102,13
